Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Influence of rating,Less Delivery time,High Quality of package,Freshness ,Temperature,Good Taste ,Good Quantity,Output,Reviews,Tokenized_Reviews,Polarity,Subjectivity,Sentiment
27,Male,Married,Self Employeed,More than 50000,Graduate,3,560079,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,2,0,0,3,3,3,Neutral,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),More than 60 minutes,Disagree,Agree,Neutral,2,Important,Important,Very Important,Important,Very Important,Very Important,1,Best best fast fast quick quick,"['best', 'best', 'fast', 'fast', 'quick', 'quick']",0.5111111111111112,0.4666666666666666,Positive
23,Male,Single,Student,No Income,Post Graduate,2,560009,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,0,0,0,3,0,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Strongly Agree,Disagree,2,Very Important,Very Important,Important,Important,Important,Important,0,My order rarely gets late. But it really pissess me off,"['order', 'rarely', 'gets', 'late', 'really', 'pissess']",0.06666666666666667,0.5666666666666667,Positive
30,Male,Married,Self Employeed,25001 to 50000,School,6,560059,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),1,1,2,1,1,0,1,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,2,Important,Important,Very Important,Important,Very Important,Very Important,0,worst worst worst slow slow slow,"['worst', 'worst', 'worst', 'slow', 'slow', 'slow']",-0.6499999999999999,0.7000000000000001,Negative
23,Male,Single,Student,No Income,Post Graduate,3,560067,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,0,3,3,3,0,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,0,Very Important,Very Important,Important,Very Important,Important,Very Important,1,I'm satisfied with the service of swiggy,"['im', 'satisfied', 'service', 'swiggy']",0.5,1.0,Positive
28,Female,Married,Employee,25001 to 50000,Post Graduate,6,560067,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),1,1,2,1,4,0,0,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Neutral,Disagree,2,Important,Important,Moderately Important,Important,Important,Very Important,0,Worst delivery system- Especially zomato ,"['worst', 'delivery', 'system', 'especially', 'zomato']",-0.5,1.0,Negative
30,Male,Married,Self Employeed,More than 50000,Graduate,6,560067,Food delivery apps, Direct call,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,0,0,3,0,2,2,0,Disagree,Neutral,Disagree,Neutral,Disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Maybe,Anytime (Mon-Sun),60 minutes,Agree,Agree,Strongly Agree,2,Important,Moderately Important,Important,Important,Important,Important,1,Whitefield got no problem with respect to delivery and we have a good set of restaurant here,"['whitefield', 'got', 'problem', 'respect', 'delivery', 'good', 'set', 'restaurant']",0.7,0.6000000000000001,Positive
24,Female,Married,Employee,25001 to 50000,Post Graduate,2,560018,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,2,2,1,0,0,Disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,No,Anytime (Mon-Sun),More than 60 minutes,Disagree,Disagree,Disagree,2,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,I can wait for quality food from highly rated restaurant,"['wait', 'quality', 'food', 'highly', 'rated', 'restaurant']",0.16,0.54,Positive
21,Male,Single,Student,No Income,Graduate,2,560018,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),1,1,4,1,1,1,4,Strongly disagree,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Agree,Disagree,2,Important,Important,Moderately Important,Moderately Important,Important,Important,0,If it is from a low rated restaurant. I restrict myself to order from that restaurant,"['low', 'rated', 'restaurant', 'restrict', 'order', 'restaurant']",0.0,0.3,Neutral
23,Female,Prefer not to say,Employee,10001 to 25000,Graduate,3,560020,Food delivery apps, Direct call,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,3,0,3,0,3,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,0,Important,Important,Slightly Important,Moderately Important,Important,Important,0,It serves my hunger on time. But there are times it delays when I needed the most,"['serves', 'hunger', 'time', 'times', 'delays', 'needed']",0.5,0.5,Positive
25,Male,Married,Self Employeed,More than 50000,Post Graduate,4,560043,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,3,0,3,3,3,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,2,Important,Important,Very Important,Very Important,Very Important,Very Important,1,I'm conscious about quality more than time of delivery,"['im', 'conscious', 'quality', 'time', 'delivery']",0.3,0.5,Positive
24,Female,Single,Employee,25001 to 50000,Graduate,2,560068,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,3,0,3,0,3,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,2,Important,Important,Slightly Important,Moderately Important,Important,Very Important,1,LOVE SWIGGY AND ZOMATO,"['love', 'swiggy', 'zomato']",0.5,0.6,Positive
26,Male,Married,Employee,10001 to 25000,Graduate,3,560068,Food delivery apps, Direct call,Lunch, Snacks,Sweets, Ice cream / Cool drinks,1,1,4,4,1,4,1,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,2,Important,Important,Important,Very Important,Very Important,Very Important,0,Poor delivery services,"['poor', 'delivery', 'services']",-0.4,0.6,Negative
25,Female,Single,Employee,25001 to 50000,Post Graduate,2,560067,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,0,0,0,3,0,Neutral,Agree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,0,Slightly Important,Slightly Important,Important,Moderately Important,Moderately Important,Moderately Important,1,Quick and fastest delivery made to my location,"['quick', 'fastest', 'delivery', 'made', 'location']",0.3333333333333333,0.5,Positive
22,Male,Single,Student,25001 to 50000,Graduate,3,560038,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),1,0,1,0,2,0,0,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Agree,Strongly Agree,2,Important,Very Important,Slightly Important,Moderately Important,Slightly Important,Very Important,1,No issues,['issues'],0.0,0.0,Neutral
26,Female,Single,Employee,25001 to 50000,Post Graduate,2,560038,Food delivery apps, Direct call,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,2,0,3,3,0,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Yes,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Agree,2,Important,Important,Important,Important,Very Important,Important,1,Neat package by swiggy and also takes carry of quality during covid situation,"['neat', 'package', 'swiggy', 'also', 'takes', 'carry', 'quality', 'covid', 'situation']",0.0,0.0,Neutral
23,Male,Single,Employee,10001 to 25000,Graduate,2,560021,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),1,1,4,1,1,2,1,Agree,Agree,Agree,Neutral,Neutral,Disagree,Strongly agree,Agree,Neutral,Disagree,Disagree,Strongly disagree,Yes,Weekdays (Mon-Fri),15 minutes,Agree,Neutral,Agree,2,Important,Moderately Important,Important,Moderately Important,Important,Moderately Important,1,NIL,['nil'],0.0,0.0,Neutral
21,Female,Single,Employee,Below Rs.10000,Graduate,2,560021,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),1,1,4,1,4,4,4,Disagree,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Strongly agree,Agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Neutral,Agree,2,Important,Important,Very Important,Very Important,Very Important,Very Important,0,very late deliveries to my house everytime i order,"['late', 'deliveries', 'house', 'everytime', 'order']",-0.39,0.78,Negative
25,Male,Married,Self Employeed,25001 to 50000,Graduate,3,560027,Food delivery apps, Direct call,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,2,0,3,0,2,0,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,2,Important,Important,Important,Very Important,Very Important,Important,1,Love Swiggy's delivery men. They are lightning fast,"['love', 'swiggys', 'delivery', 'men', 'lightning', 'fast']",0.35,0.6,Positive
24,Female,Married,Employee,10001 to 25000,Post Graduate,2,560027,Food delivery apps, Direct call,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,3,0,2,0,3,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Agree,2,Important,Important,Important,Important,Important,Important,1,560075,[],0.0,0.0,Neutral
22,Male,Married,Student,No Income,Graduate,2,560014,Food delivery apps, Direct call,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,0,0,3,0,0,3,0,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Strongly agree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,2,Important,Important,Very Important,Very Important,Very Important,Very Important,1,Quality is more important than time,"['quality', 'important', 'time']",0.45,0.75,Positive
23,Female,Single,Student,No Income,Post Graduate,4,560024,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,3,3,2,2,3,3,Disagree,Neutral,Strongly agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,2,Important,Important,Very Important,Very Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
24,Male,Married,Employee,More than 50000,Post Graduate,3,560056,Food delivery apps, Direct call,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Bakery items (snacks),0,0,3,0,0,0,3,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,2,Important,Very Important,Important,Very Important,Very Important,Very Important,1,I love ordering online,"['love', 'ordering', 'online']",0.5,0.6,Positive
22,Female,Single,Student,No Income,Graduate,2,560056,Web browser, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,0,2,0,0,0,Disagree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Maybe,Weekend (Sat & Sun),45 minutes,Agree,Agree,Strongly Agree,2,Moderately Important,Slightly Important,Important,Very Important,Important,Very Important,1,BEST BEST POSITIVE REVIEWS,"['best', 'best', 'positive', 'reviews']",0.7424242424242423,0.38181818181818183,Positive
30,Male,Married,Employee,More than 50000,Graduate,5,560072,Food delivery apps, Direct call,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),1,1,0,1,1,0,0,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,2,Important,Important,Slightly Important,Moderately Important,Important,Very Important,0,Delivery in my place is slow as turtle,"['delivery', 'place', 'slow', 'turtle']",-0.30000000000000004,0.39999999999999997,Negative
23,Female,Prefer not to say,Employee,10001 to 25000,Graduate,4,560036,Food delivery apps, Direct call,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Ice cream / Cool drinks,0,0,3,0,0,3,3,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Disagree,2,Important,Important,Very Important,Very Important,Very Important,Very Important,1,FAST FAST FAST FAST FAST,"['fast', 'fast', 'fast', 'fast', 'fast']",0.2,0.6,Positive
19,Male,Single,Student,No Income,Graduate,6,560036,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,2,2,0,0,1,0,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,2,Important,Very Important,Moderately Important,Important,Important,Very Important,1,"I can forgive deliveries if they are late, but can't compromise with quality","['forgive', 'deliveries', 'late', 'cant', 'compromise', 'quality']",-0.3,0.6,Negative
21,Female,Single,Student,No Income,Graduate,2,560080,Food delivery apps, Web browser,Breakfast, Lunch,Veg foods (Breakfast / Lunch / Dinner), Ice cream / Cool drinks,0,3,0,3,3,3,3,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Disagree,Disagree,2,Important,Very Important,Slightly Important,Moderately Important,Important,Very Important,1,Fast as sonic !!!,"['fast', 'sonic']",0.390625,0.6,Positive
23,Male,Single,Student,No Income,Graduate,4,560080,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,2,1,1,4,1,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Maybe,Anytime (Mon-Sun),60 minutes,Disagree,Disagree,Disagree,0,Important,Moderately Important,Slightly Important,Moderately Important,Moderately Important,Important,1,I find no issues with the online food delivery. But requires a lil bit faster delivery,"['find', 'issues', 'online', 'food', 'delivery', 'requires', 'lil', 'bit', 'faster', 'delivery']",0.0,0.0,Neutral
24,Female,Single,Employee,25001 to 50000,Graduate,3,560068,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,3,0,0,3,3,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Yes,Anytime (Mon-Sun),60 minutes,Agree,Agree,Strongly Agree,2,Important,Very Important,Moderately Important,Important,Important,Important,1,I have certain high rated restaurants where I order and they deliver fast ,"['certain', 'high', 'rated', 'restaurants', 'order', 'deliver', 'fast']",0.19142857142857142,0.5704761904761905,Positive
26,Female,Married,Employee,10001 to 25000,Post Graduate,2,560042,Food delivery apps, Direct call,Lunch, Snacks,Veg foods (Breakfast / Lunch / Dinner), Sweets,1,1,1,4,4,4,4,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Neutral,2,Important,Important,Very Important,Very Important,Very Important,Very Important,0,No reason. I prefer home cooked food. I had bad experiences ordering online,"['reason', 'prefer', 'home', 'cooked', 'food', 'bad', 'experiences', 'ordering', 'online']",-0.6999999999999998,0.6666666666666666,Negative
26,Female,Single,Student,No Income,Ph.D,2,560023,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,3,3,0,3,3,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Agree,2,Important,Very Important,Important,Important,Very Important,Important,1,TOP RATING TOP RATING RATING FIVE PLUS FIVE PLUS FOUR PLUS FOUR PLUS,"['top', 'rating', 'top', 'rating', 'rating', 'five', 'plus', 'five', 'plus', 'four', 'plus', 'four', 'plus']",0.5,0.5,Positive
25,Female,Single,Student,10001 to 25000,Graduate,2,560023,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,0,0,0,0,0,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,2,Important,Moderately Important,Slightly Important,Moderately Important,Very Important,Very Important,1,Favorite service to reduce our hunger,"['favorite', 'service', 'reduce', 'hunger']",0.5,1.0,Positive
28,Female,Married,Employee,25001 to 50000,Graduate,5,560023,Food delivery apps, Walk-in,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),1,1,1,4,4,1,1,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Weekend (Sat & Sun),15 minutes,Agree,Strongly Agree,Agree,2,Important,Very Important,Moderately Important,Important,Very Important,Important,0,BAD BAD BAD POOR POOR POOR RATING,"['bad', 'bad', 'bad', 'poor', 'poor', 'poor', 'rating']",-0.5499999999999999,0.6333333333333334,Negative
25,Female,Single,Student,No Income,Post Graduate,3,560014,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,0,3,0,3,3,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),More than 60 minutes,Agree,Strongly Agree,Agree,0,Slightly Important,Moderately Important,Important,Important,Moderately Important,Moderately Important,1,"If Packaging is hygienic,I would rate them high","['packaging', 'hygienici', 'would', 'rate', 'high']",0.16,0.54,Positive
